,title,brand,category_name,group_name
2728,"""jinga m1 hotz (black, 8 gb)(1 gb ram)""","""Jinga""","""Smart Phones""","""Electronics"""
2729,"""mu m-1000(black & gold)""","""MU""","""Smart Phones""","""Electronics"""
2730,"""mu m-9100(black & silver)""","""MU""","""Smart Phones""","""Electronics"""
2731,"""mu m-230i(black & gold)""","""MU""","""Smart Phones""","""Electronics"""
2732,"""mu m-5700(coffee)""","""MU""","""Smart Phones""","""Electronics"""
2733,"""reach cogent+ (blue, 8 gb)(1 gb ram)""","""Reach""","""Smart Phones""","""Electronics"""
2734,"""karbonn k24(black and red)""","""Karbonn""","""Smart Phones""","""Electronics"""
2735,"""ziox s223(silver)""","""Ziox""","""Smart Phones""","""Electronics"""
2736,"""micromax x2820(black & champagne)""","""Micromax""","""Smart Phones""","""Electronics"""
2737,"""intex aqua 4g plus (black, 16 gb)(2 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2738,"""apple iphone 7 (jet black, 256 gb)""","""Apple""","""Smart Phones""","""Electronics"""
2739,"""samsung galaxy grand neo plus (gold, 8 gb)(1 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2740,"""samsung galaxy core prime (silver, 8 gb)(1 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2741,"""nokia 130(bright red)""","""Nokia""","""Smart Phones""","""Electronics"""
2742,"""apple iphone 7 (black, 32 gb)""","""Apple""","""Smart Phones""","""Electronics"""
2743,"""alcatel onetouch flash 6042d (crystal white, 8 gb)(1 gb ram)""","""Alcatel""","""Smart Phones""","""Electronics"""
2744,"""infocus bingo 10 (black, 8 gb)(1 gb ram)""","""InFocus""","""Smart Phones""","""Electronics"""
2745,"""karbonn a1 plus champ (black, 512 mb)(256 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2746,"""zen m80(black & red)""","""Zen""","""Smart Phones""","""Electronics"""
2747,"""nokia 208(red)""","""Nokia""","""Smart Phones""","""Electronics"""
2748,"""iball 1.8g rajah(brown & black)""","""Iball""","""Smart Phones""","""Electronics"""
2749,"""lava arc grand2(coffee)""","""Lava""","""Smart Phones""","""Electronics"""
2750,"""lava metal 24(gun metal)""","""Lava""","""Smart Phones""","""Electronics"""
2751,"""kechaoda k55 ultra slim(silver)""","""Kechaoda""","""Smart Phones""","""Electronics"""
2752,"""asus zenfone 4 (blue, 8 gb)(1 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
2753,"""micromax unite 2 a106 (grey, 4 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2754,"""samsung metro 313(white)""","""Samsung""","""Smart Phones""","""Electronics"""
2755,"""kechaoda k116(black)""","""Kechaoda""","""Smart Phones""","""Electronics"""
2756,"""lava iris x1 grand (white & silver, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2757,"""karbonn k2s dual sim - black & red(black & red)""","""Karbonn""","""Smart Phones""","""Electronics"""
2758,"""kechaoda k116(red)""","""Kechaoda""","""Smart Phones""","""Electronics"""
2759,"""zen z10 sleek(black & green)""","""Zen""","""Smart Phones""","""Electronics"""
2760,"""videocon z42 nova dragontrail (grey, 4 gb)(512 mb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2761,"""iball prince 2(black, green)""","""Iball""","""Smart Phones""","""Electronics"""
2762,"""micromax canvas amaze (black, 8 gb)(2 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2763,"""aqua spark 3000(green & black)""","""Aqua""","""Smart Phones""","""Electronics"""
2764,"""aqua spark 3000(blue)""","""Aqua""","""Smart Phones""","""Electronics"""
2765,"""vell com m-5021(white & blue)""","""Vell Com""","""Smart Phones""","""Electronics"""
2766,"""lemon 299(black, green)""","""Lemon""","""Smart Phones""","""Electronics"""
2767,"""sony xperia z1 (black, 16 gb)(2 gb ram)""","""Sony""","""Smart Phones""","""Electronics"""
2768,"""intex aqua super (grey, 16 gb)(3 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2769,"""mtech g9(green)""","""Mtech""","""Smart Phones""","""Electronics"""
2770,"""mtech m15 pro(grey)""","""Mtech""","""Smart Phones""","""Electronics"""
2771,"""iball iball andi 4.5 o buddy (black gold, 8 gb)(1 gb ram)""","""Iball""","""Smart Phones""","""Electronics"""
2772,"""micromax canvas fire 4g+ (cosmic grey, 8 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2773,"""iball avonte5 (gold, 8 gb)(1 gb ram)""","""Iball""","""Smart Phones""","""Electronics"""
2774,"""swipe konnect 5.1 (blue, 8 gb)(1 gb ram)""","""Swipe""","""Smart Phones""","""Electronics"""
2775,"""lava c11s(white)""","""Lava""","""Smart Phones""","""Electronics"""
2776,"""asus zenfone 4 (black, 8 gb)(1 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
2777,"""iball andi 4.5p ips glitter (special wine & chrome, 4 gb)(1 gb ram)""","""Iball""","""Smart Phones""","""Electronics"""
2778,"""sony xperia t2 ultra dual (black, 8 gb)(1 gb ram)""","""Sony""","""Smart Phones""","""Electronics"""
2779,"""forme s900(red)""","""Forme""","""Smart Phones""","""Electronics"""
2780,"""forme c600(red)""","""Forme""","""Smart Phones""","""Electronics"""
2781,"""forme d59(red)""","""Forme""","""Smart Phones""","""Electronics"""
2782,"""forme winner 2(black)""","""Forme""","""Smart Phones""","""Electronics"""
2783,"""forme q600(red)""","""Forme""","""Smart Phones""","""Electronics"""
2784,"""forme summer s700(red & white)""","""Forme""","""Smart Phones""","""Electronics"""
2785,"""forme q200(black & silver)""","""Forme""","""Smart Phones""","""Electronics"""
2786,"""karbonn k240(white & grey)""","""Karbonn""","""Smart Phones""","""Electronics"""
2787,"""samsung metro b312e dual sim - white(white)""","""Samsung""","""Smart Phones""","""Electronics"""
2788,"""samsung galaxy note 5 64gb single sim -black (black, 64 gb)(4 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2789,"""karbonn k199(white & orange)""","""Karbonn""","""Smart Phones""","""Electronics"""
2790,"""i kall k18(black & red)""","""I Kall""","""Smart Phones""","""Electronics"""
2791,"""karbonn k41(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2792,"""karbonn alfa (blue, 512 mb)(256 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2793,"""infix n5(white & blue)""","""Infix""","""Smart Phones""","""Electronics"""
2794,"""intex aqua slice ii (black + gold, 1 gb)(1 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2795,"""intex force zx(black)""","""Intex""","""Smart Phones""","""Electronics"""
2796,"""zen x28(black & blue)""","""Zen""","""Smart Phones""","""Electronics"""
2797,"""videocon krypton v50da (black, 8 gb)(1 gb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2798,"""videocon kryston 2 v50gi (black & silver, 8 gb)(1 gb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2799,"""blackberry leap (grey, 16 gb)(2 gb ram)""","""Blackberry""","""Smart Phones""","""Electronics"""
2800,"""onida g24a(black)""","""Onida""","""Smart Phones""","""Electronics"""
2801,"""lava arc lite fm(blue)""","""Lava""","""Smart Phones""","""Electronics"""
2802,"""melbon mb 607(white)""","""Melbon""","""Smart Phones""","""Electronics"""
2803,"""melbon mb 607(yellow)""","""Melbon""","""Smart Phones""","""Electronics"""
2804,"""htc desire 626 4g lte (white birch, 16 gb)(2 gb ram)""","""HTC""","""Smart Phones""","""Electronics"""
2805,"""karbonn karbon k 106s(black + red)""","""Karbonn""","""Smart Phones""","""Electronics"""
2806,"""micromax unite 2 a106 (white, 8 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2807,"""melbon dude-22(orange)""","""Melbon""","""Smart Phones""","""Electronics"""
2808,"""lyf f8 (black, 8 gb)(1 gb ram)""","""LYF""","""Smart Phones""","""Electronics"""
2809,"""ziox zelfie(black & silver)""","""Ziox""","""Smart Phones""","""Electronics"""
2810,"""ziox zelfie(black & grey)""","""Ziox""","""Smart Phones""","""Electronics"""
2811,"""karbonn a109 white (white, 512 mb)(256 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2812,"""micromax aq-4502 (white, 512 mb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2813,"""mhl 1s (black, 8 gb)(1 gb ram)""","""MHL""","""Smart Phones""","""Electronics"""
2814,"""rocktel w14(red & black)""","""Rocktel""","""Smart Phones""","""Electronics"""
2815,"""rocktel rocktel(black)""","""Rocktel""","""Smart Phones""","""Electronics"""
2816,"""q-tel q7(white, green)""","""Q-Tel""","""Smart Phones""","""Electronics"""
2817,"""karbonn titanium s99 (white, 4 gb)(512 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2818,"""swipe sense (black, 8 gb)(1 gb ram)""","""Swipe""","""Smart Phones""","""Electronics"""
2819,"""intex leo(light blue)""","""Intex""","""Smart Phones""","""Electronics"""
2820,"""samsung galaxy j5 (gold, 8 gb)(1.5 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2821,"""panasonic eluga arc (gold, 16 gb)(2 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2822,"""panasonic t31 (white, 4 gb)(512 mb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2823,"""huawei ascendg730 (white, 4 gb)(1 gb ram)""","""Huawei""","""Smart Phones""","""Electronics"""
2824,"""xillion x400 (white & chrome, 8 gb)(1 gb ram)""","""Xillion""","""Smart Phones""","""Electronics"""
2825,"""karbonn a1 pro (white)""","""Karbonn""","""Smart Phones""","""Electronics"""
2826,"""lava a76+ 4g with volte (black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2827,"""samsung galaxy core prime 4g (white, 8 gb)(1 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2828,"""lyf wind 5 (black, 8 gb)(1 gb ram)""","""LYF""","""Smart Phones""","""Electronics"""
2829,"""iball king2 1.8b(black, blue)""","""Iball""","""Smart Phones""","""Electronics"""
2830,"""micromax canvas turbo mini a200 (white, 4 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2831,"""micromax canvas amaze 2 (black, 16 gb)(2 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2832,"""kingstar i15 (black, 8 gb)(1 gb ram)""","""Kingstar""","""Smart Phones""","""Electronics"""
2833,"""intex cloud crystal 2.5 d (white, 16 gb)(3 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2834,"""micromax x(black)""","""Micromax""","""Smart Phones""","""Electronics"""
2835,"""karbonn k-phone 1(white + champagne)""","""Karbonn""","""Smart Phones""","""Electronics"""
2836,"""micromax gc666(white & grey)""","""Micromax""","""Smart Phones""","""Electronics"""
2837,"""karbonn spy k595(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2838,"""samsung metro b313e dual sim - white(white)""","""Samsung""","""Smart Phones""","""Electronics"""
2839,"""micromax canvas 4 plus a315 dual sim - black & gold (black, gold, 16 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2840,"""lava x46 (gold, 8 gb)(2 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2841,"""mido d18(white & black)""","""Mido""","""Smart Phones""","""Electronics"""
2842,"""mido d18(black)""","""Mido""","""Smart Phones""","""Electronics"""
2843,"""intex aqua active (black, 4 gb)(512 mb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2844,"""ismart is 205i pro(green)""","""Ismart""","""Smart Phones""","""Electronics"""
2845,"""karbonn k44 plus(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2846,"""intex aqua craze ii (grey, 8 gb)(1 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2847,"""nexus 5 (white, 16 gb)(2 gb ram)""","""LG""","""Smart Phones""","""Electronics"""
2848,"""karbonn titanium s15 plus (piano white, 8 gb)(512 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2849,"""whitecherry bl2000(grey)""","""Whitecherry""","""Smart Phones""","""Electronics"""
2850,"""karbonn alfa a91 storm 3g (black & gun metal, 4 gb)(512 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2851,"""micromax canvas doodle 3 a102 (white, 8 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2852,"""alcatel pixi4 (sharp blue, 8 gb)(1 gb ram)""","""Alcatel""","""Smart Phones""","""Electronics"""
2853,"""karbonn a114 quad (champagne, white, 8 gb)""","""Karbonn""","""Smart Phones""","""Electronics"""
2854,"""nokia 220(red)""","""Nokia""","""Smart Phones""","""Electronics"""
2855,"""karbonn sparkle v (white, 4 gb)(1 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2856,"""hasee x50 ts (black, 16 gb)(2 gb ram)""","""Hasee""","""Smart Phones""","""Electronics"""
2857,"""apple iphone se (space grey, 16 gb)""","""Apple""","""Smart Phones""","""Electronics"""
2858,"""lenovo s850 (dark blue, 16 gb)(1 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
2859,"""karbonn k phone 1(white, champagne)""","""Karbonn""","""Smart Phones""","""Electronics"""
2860,"""videocon v1573(black)""","""Videocon""","""Smart Phones""","""Electronics"""
2861,"""gionee l700(silver)""","""Gionee""","""Smart Phones""","""Electronics"""
2862,"""micromax x342(grey)""","""Micromax""","""Smart Phones""","""Electronics"""
2863,"""nokia xplus (black, 4 gb)(768 mb ram)""","""Nokia""","""Smart Phones""","""Electronics"""
2864,"""intex aqua xtreme v (red, 16 gb)(2 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2865,"""zen atom 102(grey)""","""Zen""","""Smart Phones""","""Electronics"""
2866,"""intex aqua star ii (champagne, 8 gb)(1 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2867,"""microkey k560(black and blue)""","""Microkey""","""Smart Phones""","""Electronics"""
2868,"""ismart is-102(coffee & black)""","""Ismart""","""Smart Phones""","""Electronics"""
2869,"""rage glamour(32 mb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
2870,"""intex forca(black)""","""Intex""","""Smart Phones""","""Electronics"""
2871,"""karbonn titanium dazzle (white, 8 gb)(1 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2872,"""panasonic eluga i (silver, 8 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2873,"""intex aqua ace ii (white, 3 gb)(3 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2874,"""micromax canvas pep (blue, 8 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2875,"""lava eg932 (white, 4 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2876,"""intex aqua power ii (white, 8 gb)(1 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2877,"""lenovo s890 (white, 4 gb)(1 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
2878,"""ziox astra nxt (black & blue, 4 gb)(512 mb ram)""","""Ziox""","""Smart Phones""","""Electronics"""
2879,"""micromax canvas play (blue, 1 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2880,"""zen m72 slim(red)""","""Zen""","""Smart Phones""","""Electronics"""
2881,"""infix n3(orange)""","""Infix""","""Smart Phones""","""Electronics"""
2882,"""karbonn baahubali(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2883,"""asus zenfone go (gold, 8 gb)(1 gb ram)""","""Asus""","""Smart Phones""","""Electronics"""
2884,"""panasonic eluga a (black, 4 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2885,"""gionee l800(black champange)""","""Gionee""","""Smart Phones""","""Electronics"""
2886,"""infocus dual sim phone(blue)""","""InFocus""","""Smart Phones""","""Electronics"""
2887,"""videocon cube 3 (black & gold, 32 gb)(3 gb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2888,"""intex turbo s1(blue, black)""","""Intex""","""Smart Phones""","""Electronics"""
2889,"""videocon z30 pace (white & copper, 512 mb)(256 mb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2890,"""panasonic t41 (black, 4 gb)(512 mb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2891,"""gionee elife e6 (black, 32 gb)(2 gb ram)""","""Gionee""","""Smart Phones""","""Electronics"""
2892,"""samsung galaxy alpha (white, 32 gb)(2 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2893,"""lenovo p70-a (blue, 16 gb)(2 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
2894,"""lenovo sisley s60 (graphite grey, 8 gb)(2 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
2895,"""sony xperia e1 dual (purple, 4 gb)(512 mb ram)""","""Sony""","""Smart Phones""","""Electronics"""
2896,"""lava kkt curve(black & blue)""","""Lava""","""Smart Phones""","""Electronics"""
2897,"""videocon v1388(black)""","""Videocon""","""Smart Phones""","""Electronics"""
2898,"""chilli chilli-b03(black)""","""Chilli""","""Smart Phones""","""Electronics"""
2899,"""chilli chilli-b05(black)""","""Chilli""","""Smart Phones""","""Electronics"""
2900,"""videocon v1393(black, blue)""","""Videocon""","""Smart Phones""","""Electronics"""
2901,"""peace p2(red & black)""","""Peace""","""Smart Phones""","""Electronics"""
2902,"""lava kkt mega(black & blue)""","""Lava""","""Smart Phones""","""Electronics"""
2903,"""apple iphone se (gold, 16 gb)""","""Apple""","""Smart Phones""","""Electronics"""
2904,"""micromax micromax canvas blaze 4g+ (blue, 8 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2905,"""lava a79 (grey, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2906,"""intex aqua speed (white, 16 gb)(2 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2907,"""panasonic gd 28(silver)""","""Panasonic""","""Smart Phones""","""Electronics"""
2908,"""panasonic eluga icon (gold, 16 gb)(2 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2909,"""samsung galaxy s4 mini (white frost, 8 gb)(1.5 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2910,"""micromax joy x1800(black)""","""Micromax""","""Smart Phones""","""Electronics"""
2911,"""lava x11 4g (white & gold, 8 gb)(2 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2912,"""intex eco(black, red)""","""Intex""","""Smart Phones""","""Electronics"""
2913,"""micromax x2411 dual sim(grey)""","""Micromax""","""Smart Phones""","""Electronics"""
2914,"""ziox zx 342(black)""","""Ziox""","""Smart Phones""","""Electronics"""
2915,"""intex s7 turbo(black, silver)""","""Intex""","""Smart Phones""","""Electronics"""
2916,"""videocon v 4005 (black and grey, 8 gb)(1 gb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2917,"""micromax x606(black)""","""Micromax""","""Smart Phones""","""Electronics"""
2918,"""subor \u00a0x6 (white, 16 gb)(2 gb ram)""","""Subor""","""Smart Phones""","""Electronics"""
2919,"""lava spark icon(white & gold)""","""Lava""","""Smart Phones""","""Electronics"""
2920,"""lava a79 (gold, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2921,"""lava iris selfie 50 (black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2922,"""lava iris 404e (black, 1 gb)(256 mb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2923,"""samsung galaxy s6 (gold platinum, 32 gb)(3 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2924,"""karbonn a99 (black, 4 gb)(512 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2925,"""micromax canvas fire a093 (white and gold, 4 gb)(512 mb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2926,"""infocus m535 (gold, 16 gb)(2 gb ram)""","""InFocus""","""Smart Phones""","""Electronics"""
2927,"""micromax x699(black)""","""Micromax""","""Smart Phones""","""Electronics"""
2928,"""karbonn k phone 9 dual sim - black & red(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2929,"""uni n6200-w (white, 128 mb)(64 mb ram)""","""UNI""","""Smart Phones""","""Electronics"""
2930,"""micromax canvas 4 a210 (grey, 16 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2931,"""aqua j1(black & silver)""","""Aqua""","""Smart Phones""","""Electronics"""
2932,"""videocon dost v1615(black)""","""Videocon""","""Smart Phones""","""Electronics"""
2933,"""videocon videocon z30 dart (white, 512 mb)(256 mb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2934,"""rage marvel (dark blue, 4 gb)(1 gb ram)""","""RAGE""","""Smart Phones""","""Electronics"""
2935,"""htc desire (white, 16 gb)(2 gb ram)""","""HTC""","""Smart Phones""","""Electronics"""
2936,"""ak bar phone a 2(green, black)""","""AK""","""Smart Phones""","""Electronics"""
2937,"""aqua spark 3000(black)""","""Aqua""","""Smart Phones""","""Electronics"""
2938,"""karbonn a1 plus champ - 3g (champagne, 512 mb)(256 mb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2939,"""videocon infinium z30 dart (white, 512 mb)(256 mb ram)""","""Videocon""","""Smart Phones""","""Electronics"""
2940,"""sansui u31 (black & silver, 512 mb)(256 mb ram)""","""Sansui""","""Smart Phones""","""Electronics"""
2941,"""mtech v7(black & green)""","""Mtech""","""Smart Phones""","""Electronics"""
2942,"""mtech m15 pro(blue)""","""Mtech""","""Smart Phones""","""Electronics"""
2943,"""intex cloud glory 4g (black, 8 gb)(1 gb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2944,"""intex killer(black)""","""Intex""","""Smart Phones""","""Electronics"""
2945,"""karbonn k52 star(black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2946,"""videocon bazoomba6 v2sb(black & silver)""","""Videocon""","""Smart Phones""","""Electronics"""
2947,"""ismart is-301w(black & red)""","""Ismart""","""Smart Phones""","""Electronics"""
2948,"""micromax x2814(blue)""","""Micromax""","""Smart Phones""","""Electronics"""
2949,"""karbonn k9(black and red)""","""Karbonn""","""Smart Phones""","""Electronics"""
2950,"""lava iris x5 (black, 8 gb)(1 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2951,"""micromax canvas fire 2 a104 (black gold, 4 gb)(1 gb ram)""","""Micromax""","""Smart Phones""","""Electronics"""
2952,"""videocon v2ga3(gold & violet)""","""Videocon""","""Smart Phones""","""Electronics"""
2953,"""lava 405plus (white, 4 gb)(512 mb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2954,"""spice power(white blue)""","""Spice""","""Smart Phones""","""Electronics"""
2955,"""lava spark 242(prussian blue)""","""Lava""","""Smart Phones""","""Electronics"""
2956,"""sansui u50+ (black silver, 8 mb)(1 gb ram)""","""Sansui""","""Smart Phones""","""Electronics"""
2957,"""lava kkt ultra plus(black & grey)""","""Lava""","""Smart Phones""","""Electronics"""
2958,"""intex turbo selfie(black,gold)""","""Intex""","""Smart Phones""","""Electronics"""
2959,"""karbonn k107(black & red)""","""Karbonn""","""Smart Phones""","""Electronics"""
2960,"""intex jazz(grey)""","""Intex""","""Smart Phones""","""Electronics"""
2961,"""lava arc magic(black)""","""Lava""","""Smart Phones""","""Electronics"""
2962,"""karbonn k4000 bahubali(blue and black)""","""Karbonn""","""Smart Phones""","""Electronics"""
2963,"""panasonic eluga i (black, 8 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2964,"""lava flair p1 (black, 2 gb)(256 mb ram)""","""Lava""","""Smart Phones""","""Electronics"""
2965,"""karbonn titanium machfive (white & blue, 16 gb)(2 gb ram)""","""Karbonn""","""Smart Phones""","""Electronics"""
2966,"""videocon dost2 v1ra(black & red)""","""Videocon""","""Smart Phones""","""Electronics"""
2967,"""htc one a9 (carbon gray, 32 gb)(3 gb ram)""","""HTC""","""Smart Phones""","""Electronics"""
2968,"""mido m11(black & green)""","""Mido""","""Smart Phones""","""Electronics"""
2969,"""mtech g9(white)""","""Mtech""","""Smart Phones""","""Electronics"""
2970,"""ziox s223(champagne)""","""Ziox""","""Smart Phones""","""Electronics"""
2971,"""lava kkt prime 2""","""Lava""","""Smart Phones""","""Electronics"""
2972,"""lyf f8 (blue, 8 gb)(1 gb ram)""","""LYF""","""Smart Phones""","""Electronics"""
2973,"""panasonic eluga s (white, 8 gb)(1 gb ram)""","""Panasonic""","""Smart Phones""","""Electronics"""
2974,"""zen m86(black & red)""","""Zen""","""Smart Phones""","""Electronics"""
2975,"""intex aqua viturbo (blue, 4 gb)(512 mb ram)""","""Intex""","""Smart Phones""","""Electronics"""
2976,"""zen m66(black, red)""","""Zen""","""Smart Phones""","""Electronics"""
2977,"""callbar n(green)""","""Callbar""","""Smart Phones""","""Electronics"""
2978,"""rocktel w9(black & purple)""","""Rocktel""","""Smart Phones""","""Electronics"""
2979,"""samsung galaxy j1 (blue, 4 gb)(0.5 gb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
2980,"""intex eco 102(white)""","""Intex""","""Smart Phones""","""Electronics"""
2981,"""microsoft lumia 540 (bright orange, 8 gb)(1 gb ram)""","""Microsoft""","""Smart Phones""","""Electronics"""
2982,"""intex mega 510(black)""","""Intex""","""Smart Phones""","""Electronics"""
2983,"""apple iphone 7 plus (black, 128 gb)""","""Apple""","""Smart Phones""","""Electronics"""
2984,"""lenovo a6000 (black, 8 gb)(1 gb ram)""","""Lenovo""","""Smart Phones""","""Electronics"""
2985,"""reach allure (pink, 8 gb)(1 gb ram)""","""Reach""","""Smart Phones""","""Electronics"""
2986,"""reach cogent max(back & white)""","""Reach""","""Smart Phones""","""Electronics"""
2987,"""reach champ plus(black & green)""","""Reach""","""Smart Phones""","""Electronics"""
2988,"""reach cogent max(grey & red)""","""Reach""","""Smart Phones""","""Electronics"""
2989,"""reach cogent max(blue & red)""","""Reach""","""Smart Phones""","""Electronics"""
2990,"""reach cogent mini(red)""","""Reach""","""Smart Phones""","""Electronics"""
2991,"""reach cogent max(grey & yellow)""","""Reach""","""Smart Phones""","""Electronics"""
2992,"""reach cogent mini(blue)""","""Reach""","""Smart Phones""","""Electronics"""
2993,"""reach cogent mini(black)""","""Reach""","""Smart Phones""","""Electronics"""
2994,"""reach cogent mini(purple)""","""Reach""","""Smart Phones""","""Electronics"""
2995,"""reach cogent mini(yellow)""","""Reach""","""Smart Phones""","""Electronics"""
2996,"""reach champ plus(red)""","""Reach""","""Smart Phones""","""Electronics"""
2997,"""melbon dude-33(red)""","""Melbon""","""Smart Phones""","""Electronics"""
2998,"""melbon dude-33(black)""","""Melbon""","""Smart Phones""","""Electronics"""
2999,"""kechaoda k66 the music house 4(gold)""","""Kechaoda""","""Smart Phones""","""Electronics"""
3000,"""melbon dude-44(black)""","""Melbon""","""Smart Phones""","""Electronics"""
3001,"""reach champ plus(black)""","""Reach""","""Smart Phones""","""Electronics"""
3002,"""heemax m3(black & blue)""","""Heemax""","""Smart Phones""","""Electronics"""
3003,"""intex a9(black)""","""Intex""","""Smart Phones""","""Electronics"""
3004,"""melbon dude-44(yellow)""","""Melbon""","""Smart Phones""","""Electronics"""
3005,"""iball andi 4.5 o buddy (grey + black, 8 gb)(1 gb ram)""","""Iball""","""Smart Phones""","""Electronics"""
3006,"""iball leader 2.8h(gold)""","""Iball""","""Smart Phones""","""Electronics"""
3007,"""lava flair s1 (champagne, 8 gb)(512 mb ram)""","""Lava""","""Smart Phones""","""Electronics"""
3008,"""lava a51 (black, 8 gb)(512 mb ram)""","""Lava""","""Smart Phones""","""Electronics"""
3009,"""lava x3 (white & silver, 8 gb)(2 gb ram)""","""Lava""","""Smart Phones""","""Electronics"""
3010,"""samsung galaxy core 2 (white, 4 gb)(768 mb ram)""","""Samsung""","""Smart Phones""","""Electronics"""
